,Event date,State Code,Country,Injury severity,Aircraft damage,Make,Model,Number of engines,Engine type,FAR description,Purpose of flight,Total fatal injuries,Total serious injuries,Total minor injuries,Total uninjured,Weather condition,Report status,Region,Year,Total passengers,Total injuries
83738,2019-02-27,HI,United States,Non-Fatal,Unknown,Boeing,777,2.0,Unknown,121,Unknown,0.0,1.0,1.0,217.0,VMC,Unknown,West,2019,219.0,2.0
83794,2019-03-11,GA,United States,Non-Fatal,Minor,Boeing,737,2.0,Unknown,121,Unknown,0.0,0.0,0.0,406.0,VMC,Unknown,South,2019,406.0,0.0
83799,2019-03-12,PA,United States,Non-Fatal,Substantial,Beech,A100,2.0,Turbo Prop,091,Business,0.0,0.0,0.0,4.0,VMC,"A landing gear collapse due to the separation of the actuator pinion bearing support from the actuator, which resulted in the failure of the actuator shaft. 
 ",Northeast,2019,4.0,0.0
83802,2019-03-13,FL,United States,Non-Fatal,Substantial,Beech,E55,2.0,Reciprocating,091,Personal,0.0,0.0,0.0,2.0,VMC,"The pilot's failure to extend the landing gear, which resulted in a gear-up landing.",South,2019,2.0,0.0
83854,2019-03-25,FL,United States,Non-Fatal,Substantial,Beech,95B55,2.0,Reciprocating,091,Personal,0.0,1.0,1.0,1.0,VMC,Unknown,South,2019,3.0,2.0
83907,2019-04-11,NY,United States,Non-Fatal,Substantial,Airbus,A321,2.0,Unknown,121,Unknown,0.0,0.0,0.0,110.0,VMC,Unknown,Northeast,2019,110.0,0.0
83911,2019-04-12,FL,United States,Non-Fatal,Unknown,Boeing,737,2.0,Unknown,121,Unknown,0.0,0.0,1.0,107.0,VMC,Unknown,South,2019,108.0,1.0
83949,2019-04-19,CA,United States,Fatal,Destroyed,Beech,60,2.0,Reciprocating,091,Personal,1.0,0.0,0.0,0.0,VMC,"The pilots use of an unapproved elevator control lock device, and his failure to remove that device and correctly position the elevator before flight, which resulted in a loss of control during takeoff. Contributing to the accident was his failure to perform a preflight inspection and control check, likely in part because of distractions before boarding and his late departure time.",West,2019,1.0,1.0
83964,2019-04-22,TX,United States,Fatal,Substantial,Beech,58,2.0,Reciprocating,091,Business,6.0,0.0,0.0,0.0,IMC,"The pilot's inadequate preflight fuel planning and fuel management, which resulted in a loss of engine power due to fuel exhaustion. Also causal was the pilot's failure to follow the one-engine inoperative checklist and maintain the airplane's minimum controllable airspeed by properly configuring the airplane, which resulted in a loss of airplane controllability.",South,2019,6.0,6.0
83980,2019-04-26,MO,United States,Non-Fatal,Substantial,Beech,50,2.0,Reciprocating,091,Personal,0.0,0.0,0.0,1.0,VMC,"A partial loss of engine power on both engines due to detonation for undetermined reasons.
",Midwest,2019,1.0,0.0
83981,2019-04-26,MO,United States,Non-Fatal,Substantial,Beech,76,2.0,Reciprocating,091,Instructional,0.0,0.0,0.0,2.0,VMC,The pilot receiving instruction's failure to extend the landing gear. Contributing to the accident were the pilot receiving instruction's failure to complete the landing checklist and the flight instructor's inadequate monitoring of the pilot.   ,Midwest,2019,2.0,0.0
83997,2019-04-28,ca,South Africa,Non-Fatal,Unknown,Boeing,767,2.0,Turbo Fan,"Non-U.S., Commercial",Unknown,0.0,0.0,0.0,104.0,Unknown,Unknown,Unknown,2019,104.0,0.0
84031,2019-05-04,FL,United States,Non-Fatal,Substantial,Boeing,737,2.0,Turbo Fan,121,Unknown,0.0,1.0,0.0,142.0,IMC,"An extreme loss of braking friction due to heavy rain and the water depth on the ungrooved runway, which resulted in viscous hydroplaning. Contributing to the accident was the operators inadequate guidance for evaluating runway braking conditions and conducting en route landing distance assessments. Contributing to the continuation of an unstabilized approach were 1) the captains plan continuation bias and increased workload due to the weather and performing check airman duties and 2) the first officers lack of experience.",South,2019,143.0,1.0
84044,2019-05-05,NM,United States,Fatal,Substantial,Beech,A60,2.0,Reciprocating,091,Personal,2.0,0.0,0.0,0.0,VMC,"The pilot's loss of airplane control due to his failure to maintain appropriate control inputs and airspeed after shutting down an engine because of a progressive failure of the pressure relief valve in the fuel pump, which resulted in variable fuel pressure in the engine. Contributing to the loss of control was the pilot's use of multiple impairing medications.",West,2019,2.0,2.0
84098,2019-05-15,CO,United States,Fatal,Destroyed,Beech,60,2.0,Reciprocating,091,Ferry,1.0,0.0,0.0,0.0,VMC,A loss of control due to an inflight right engine fire due to the loose fuel hose between the engine-driven fuel pump and the flow transducer.,West,2019,1.0,1.0
84150,2019-05-25,GA,United States,Non-Fatal,Unknown,Boeing,737-8H4,2.0,Turbo Fan,121,Unknown,0.0,1.0,1.0,126.0,VMC,an encounter with convectively induced turbulence while penetrating cumulus clouds during descent.,South,2019,128.0,2.0
84199,2019-05-31,OH,United States,Non-Fatal,Substantial,Beech,55,2.0,Reciprocating,091,Personal,0.0,0.0,0.0,3.0,VMC,"The pilot's improper landing flare, which resulted in a hard landing.",Midwest,2019,3.0,0.0
84277,2019-06-12,TX,United States,Non-Fatal,Substantial,Beech,E90,2.0,Turbo Prop,091,Instructional,0.0,0.0,0.0,3.0,VMC,The fatigue failure of the right main landing gear upper torque knee.,South,2019,3.0,0.0
84341,2019-06-22,HI,United States,Fatal,Destroyed,Beech,65-A90,2.0,Turbo Prop,091,Skydiving,11.0,0.0,0.0,0.0,VMC,"The pilots aggressive takeoff maneuver, which resulted in an accelerated stall and subsequent loss of control at an altitude that was too low for recovery. Contributing to the accident were (1) the operation of the airplane near its aft center of gravity limit and the pilots lack of training and experience with the handling qualities of the airplane in this flight regime; (2) the failure of Oahu Parachute Center and its contract mechanic to maintain the airplane in an airworthy condition and to detect and repair the airplanes twisted left wing, which reduced the airplanes stall margin; and (3) the Federal Aviation Administrations (FAA) insufficient regulatory framework for overseeing parachute jump operations. Contributing to the pilots training deficiencies was the FAAs lack of awareness that the pilots flight instructor was providing substandard training.",West,2019,11.0,11.0
84367,2019-06-27,NC,United States,Fatal,Destroyed,Beech,E55,2.0,Reciprocating,091,Personal,1.0,0.0,0.0,0.0,VMC,"The pilot's failure to disengage an uncommanded nose-down pitch input. Contributing to the accident was improper maintenance of the pitch trim servo, which would have precluded a physical override of the pitch servo.",South,2019,1.0,1.0
84400,2019-06-29,TX,United States,Non-Fatal,Substantial,Beech,95,2.0,Reciprocating,091,Instructional,0.0,2.0,0.0,0.0,VMC,"The airplanes impact with a bird.

",South,2019,2.0,2.0
84460,2019-07-09,NE,United States,Non-Fatal,Substantial,Beech,65,2.0,Reciprocating,091,Positioning,0.0,0.0,0.0,1.0,VMC,"The improper maintenance of the outboard left wing, which allowed electrical arcing and leaking of the fuel sending unit and subsequently resulted in ignition of fuel vapors and an explosion of the outboard left wing. 
",Midwest,2019,1.0,0.0
84478,2019-07-11,es,Philippines,Non-Fatal,Minor,Boeing,737,2.0,Unknown,121,Unknown,0.0,0.0,0.0,156.0,Unknown,Unknown,Unknown,2019,156.0,0.0
84570,2019-07-22,PR,United States,Non-Fatal,Unknown,Boeing,767,2.0,Unknown,121,Unknown,0.0,1.0,1.0,216.0,Unk,Unknown,Unknown,2019,218.0,2.0
84579,2019-07-24,NE,United States,Fatal,Substantial,Beech,95B55,2.0,Reciprocating,091,Personal,3.0,0.0,0.0,0.0,VMC,"The pilot's failure to ensure adequate fuel was on board before departing and his in-flight fuel management, which resulted in a total loss of engine power due to fuel exhaustion.
 ",Midwest,2019,3.0,3.0
84590,2019-07-25,ce,France,Non-Fatal,Minor,Airbus,A220,2.0,Geared Turbofan,"Non-U.S., Commercial",Unknown,0.0,0.0,0.0,121.0,VMC,A No. 1 (left) engine low pressure compressor (LPC) stage 1 integrally bladed rotor (IBR) separation due to a high cycle fatigue crack (HCF) that originated at the runout of an airfoil leading edge root radius. The HCF crack developed as a result of a mechanically coupled LPC stage 3 and stage 1 IBR mode excitation and blade flutter response. The excitation was driven by an acoustic tone generated by turbulent airflow passing over the 2.5 bleed valve duct cavity while the engine was operating at high speeds in specific flight conditions. A primary contributor to the failure mode was an electronic engine control (EEC) software update that changed the LPC vane schedule and increased the likelihood of LPC stage 1 IBR blade flutter onset within the engine operating range. ,Unknown,2019,121.0,0.0
84604,2019-07-27,TX,United States,Non-Fatal,Substantial,Swearingen,SA227,2.0,Turbo Prop,091,Instructional,0.0,0.0,0.0,3.0,VMC,"Failure of the left main landing gear to fully extend due to a lack of hydraulic fluid and during emergency extension procedures, which resulted in the collapse of the landing gear during landing and the subsequent runway excursion and collision with a sign.
",South,2019,3.0,0.0
84632,2019-08-01,AK,United States,Non-Fatal,Substantial,Douglas,C 118A,4.0,Reciprocating,121,Unknown,0.0,0.0,0.0,3.0,VMC,"The pilot's failure to maintain an adequate glidepath during the approach, which resulted in the airplane impacting rocks and dirt at the runway threshold, a separation of the right main landing gear, and a loss of directional control. ",West,2019,3.0,0.0
84633,2019-08-01,AK,United States,Non-Fatal,Substantial,Douglas,DC3C,2.0,Reciprocating,091,Business,0.0,0.0,0.0,2.0,VMC,"The pilot's failure to maintain a proper approach path in gusting crosswind wind conditions, which resulted in landing short of the runway and impact with a ditch and runway light.

",West,2019,2.0,0.0
84671,2019-08-08,FL,United States,Non-Fatal,Substantial,Airbus,A321,2.0,Unknown,121,Unknown,0.0,0.0,0.0,232.0,VMC,Unknown,South,2019,232.0,0.0
84677,2019-08-08,VA,United States,Non-Fatal,Unknown,Airbus,A320,2.0,Unknown,121,Unknown,0.0,0.0,1.0,154.0,VMC,Unknown,South,2019,155.0,1.0
84707,2019-08-15,TX,United States,Non-Fatal,Substantial,De havilland,DHC6,2.0,Turbo Prop,091,Instructional,0.0,3.0,0.0,0.0,VMC,The pilot's delayed go-around attempt and the flight instructor's delayed remedial action that resulted in a nose-down impact with terrain during an attempted go-around.,South,2019,3.0,3.0
84711,2019-08-15,nd,Ireland,Non-Fatal,Minor,Boeing,767,2.0,Turbo Fan,135,Unknown,0.0,1.0,0.0,158.0,Unknown,Unknown,Unknown,2019,159.0,1.0
84725,2019-08-18,DE,United States,Fatal,Substantial,Beech,95B55,2.0,Reciprocating,091,Instructional,2.0,0.0,0.0,0.0,VMC,"The pilots failure to place the left fuel selector into the proper position, which resulted in a total loss of the left engines power due to fuel starvation. Contributing was their failure to properly secure the left engine and their failure to maintain control of the airplane during the attempt to return to the airport.",South,2019,2.0,2.0
84729,2019-08-18,al,Portugal,Non-Fatal,Minor,Boeing,757,2.0,Turbo Fan,121,Unknown,0.0,0.0,0.0,159.0,Unknown,Unknown,Unknown,2019,159.0,0.0
84792,2019-08-27,IL,United States,Non-Fatal,Unknown,Mcdonnell douglas,MD88,2.0,Turbo Jet,121,Unknown,0.0,0.0,1.0,151.0,VMC,an encounter with convective turbulence during descent.,Midwest,2019,152.0,1.0
84793,2019-08-27,CO,United States,Non-Fatal,Unknown,Airbus,A320,2.0,Turbo Fan,121,Unknown,0.0,0.0,1.0,0.0,VMC,an encounter with mountain wave turbulence.,West,2019,1.0,1.0
84852,2019-09-06,FL,United States,Non-Fatal,Unknown,Airbus,A319,2.0,Turbo Fan,121,Unknown,0.0,0.0,1.0,107.0,VMC,an encounter with convectively induced turbulence associated with towering cumulus clouds during descent.,South,2019,108.0,1.0
84882,2019-09-11,as,Bahamas,Non-Fatal,Unknown,Airbus,A321,2.0,Turbo Fan,121,Unknown,0.0,0.0,0.0,180.0,Unknown,Unknown,Unknown,2019,180.0,0.0
84899,2019-09-13,FL,United States,Non-Fatal,Substantial,Beech,55,2.0,Reciprocating,091,Personal,0.0,0.0,0.0,2.0,VMC,The passengers inadvertent retraction of the landing gear during the landing roll without being instructed to do so by the pilot.   ,South,2019,2.0,0.0
84915,2019-09-16,ce,France,Non-Fatal,Unknown,Airbus,A220,2.0,Turbo Fan,"Non-U.S., Commercial",Unknown,0.0,0.0,0.0,77.0,Unknown,Unknown,Unknown,2019,77.0,0.0
84978,2019-10-01,PA,United States,Non-Fatal,Substantial,Beech,55,2.0,Reciprocating,091,Personal,0.0,0.0,0.0,1.0,VMC,Unknown,Northeast,2019,1.0,0.0
84979,2019-10-02,CT,United States,Fatal,Destroyed,Boeing,B17,4.0,Reciprocating,091,Other Work Use,7.0,1.0,5.0,0.0,VMC,"The pilots failure to properly manage the airplanes configuration and airspeed after he shut down the No. 4 engine following its partial loss of power during the initial climb. Contributing to the accident was the pilot/maintenance directors inadequate maintenance while the airplane was on tour, which resulted in the partial loss of power to the Nos. 3 and 4 engines; the Collings Foundations ineffective safety management system (SMS), which failed to identify and mitigate safety risks; and the Federal Aviation Administrations inadequate oversight of the Collings Foundations SMS.",Northeast,2019,13.0,13.0
85061,2019-10-18,as,Bahamas,Non-Fatal,Substantial,Douglas,DC3C S1C3G,2.0,Reciprocating,135,Unknown,0.0,2.0,0.0,0.0,Unk,Unknown,Unknown,2019,2.0,2.0
85112,2019-10-29,ID,United States,Non-Fatal,Substantial,De havilland,DHC8,2.0,Unknown,121,Unknown,0.0,0.0,0.0,2.0,VMC,a bird strike during climb out.,West,2019,2.0,0.0
85117,2019-10-31,FL,United States,Fatal,Destroyed,Beech,58,2.0,Reciprocating,091,Flight Test,2.0,0.0,0.0,0.0,VMC,Unknown,South,2019,2.0,2.0
85118,2019-10-31,TX,United States,Non-Fatal,Minor,Beech,200,2.0,Turbo Prop,091,Business,0.0,0.0,1.0,1.0,VMC,The airplanes in-flight collision with a bird.,South,2019,2.0,1.0
85137,2019-11-04,FL,United States,Non-Fatal,Substantial,Beech,76,2.0,Reciprocating,091,Personal,0.0,0.0,0.0,2.0,VMC,"The pilot's improper fuel planning, which resulted in fuel exhaustion and  a total loss of power to both engines.
",South,2019,2.0,0.0
85149,2019-11-09,CO,United States,Non-Fatal,Substantial,Beech,55,2.0,Reciprocating,091,Personal,0.0,0.0,0.0,2.0,VMC,The pilot's unintentional retraction of the landing gear during the landing roll.,West,2019,2.0,0.0
85162,2019-11-11,IL,United States,Non-Fatal,Substantial,Embraer,EMB145,2.0,Turbo Fan,121,Unknown,0.0,0.0,0.0,41.0,Unknown,Unknown,Midwest,2019,41.0,0.0
85247,2019-12-09,NH,United States,Non-Fatal,Minor,De havilland,DHC8,2.0,Turbo Prop,129,Unknown,0.0,0.0,0.0,18.0,IMC,The arcing failure of the windshield heat L2 power wire on the right windshield due to unknown reasons.,Northeast,2019,18.0,0.0
85263,2019-12-15,PA,United States,Non-Fatal,Unknown,Embraer,EMB145,2.0,Unknown,121,Unknown,0.0,0.0,1.0,40.0,VMC,Unknown,Northeast,2019,41.0,1.0
85267,2019-12-16,nd,Ireland,Non-Fatal,Unknown,Boeing,767,2.0,Turbo Fan,121,Unknown,0.0,0.0,0.0,11.0,Unknown,Unknown,Unknown,2019,11.0,0.0
85268,2019-12-16,LA,United States,Non-Fatal,Unknown,Embraer,EMB 135KL,2.0,Unknown,121,Unknown,0.0,0.0,1.0,38.0,IMC,an encounter with convectively induced turbulence while overflying an area of known convective activity.,South,2019,39.0,1.0
85271,2019-12-17,CA,United States,Non-Fatal,Substantial,Beech,350,2.0,Turbo Prop,091,Personal,0.0,0.0,0.0,3.0,VMC,"The single-engine pilots failure to yield to traffic established on the taxiway, which resulted in a ground collision.",West,2019,3.0,0.0
85276,2019-12-18,VA,United States,Non-Fatal,Unknown,Embraer,ERJ190,2.0,Turbo Fan,121,Unknown,0.0,0.0,1.0,47.0,VMC,an encounter with clear air turbulence during cruise flight.,South,2019,48.0,1.0
85278,2019-12-18,ni,Eswatini,Non-Fatal,Unknown,Learjet,45,2.0,Unknown,"Non-U.S., Commercial",Unknown,0.0,0.0,0.0,2.0,Unknown,Unknown,Unknown,2019,2.0,0.0
85283,2019-12-19,IL,United States,Non-Fatal,Unknown,Boeing,737,2.0,Unknown,121,Unknown,0.0,0.0,1.0,184.0,VMC,Unknown,Midwest,2019,185.0,1.0
85284,2019-12-19,la,Venezuela,Fatal,Destroyed,Beech,A100,2.0,Unknown,Unknown,Unknown,9.0,0.0,0.0,0.0,Unknown,Unknown,Unknown,2019,9.0,9.0
85303,2019-12-23,CO,United States,Non-Fatal,Substantial,Boeing,737-824,2.0,Unknown,121,Unknown,0.0,0.0,0.0,178.0,Unknown,Unknown,West,2019,178.0,0.0
85339,2020-01-03,PR,United States,Non-Fatal,Substantial,Beech,HAWKER 900XP,2.0,Turbo Fan,091,Executive/corporate,0.0,0.0,0.0,5.0,IMC,"The pilot's failure to maintain a proper descent rate during landing, which resulted in a hard landing short of the runway.",Unknown,2020,5.0,0.0
85342,2020-01-04,NJ,United States,Non-Fatal,Substantial,Beech,200,2.0,Turbo Prop,091,Executive/corporate,0.0,0.0,0.0,9.0,IMC,"The airplane hydroplaning while landing on a wet runway, which degraded its braking capability and resulted in a runway overrun onto grass and mud and the nose landing gear collapsing. Contributing to the accident was the pilot's improper decision to land the airplane until it was near the runway midpoint due to fog over the approach end of the runway.",Northeast,2020,9.0,0.0
85362,2020-01-08,NY,United States,Non-Fatal,Substantial,Boeing,737,2.0,Turbo Fan,121,Unknown,0.0,0.0,0.0,121.0,Unk,failure of the deicing truck driver to maintain appropriate clearance from the airplane.,Northeast,2020,121.0,0.0
85367,2020-01-10,LA,United States,Non-Fatal,Unknown,Airbus,A320,2.0,Turbo Fan,121,Unknown,0.0,0.0,1.0,158.0,Unk,an encounter with convectively induced turbulence while overflying an area of known convective activity.,South,2020,159.0,1.0
